Food,Carbs,Calories,Protein,Fat
"Fast foods, croissant, with egg, cheese, and bacon",22.5,749.5,12.92,16.4
"Fast foods, croissant, with egg, cheese, and ham",18.98,677.0,12.45,14.95
"Fast foods, croissant, with egg, cheese, and sausage",15.9,798.5,12.09,21.78
"Fast foods, egg, scrambled",2.08,549.5,13.84,16.18
"Fast foods, english muffin, with cheese and sausage",25.28,876.5,13.28,20.67
"Fast foods, english muffin, with egg, cheese, and canadian bacon",21.67,591.5,13.64,9.66
"Fast foods, english muffin, with egg, cheese, and sausage",17.44,741.0,13.38,18.1
"Fast foods, fish sandwich, with tartar sauce",26.69,665.5,10.29,12.45
"Fast foods, fish sandwich, with tartar sauce and cheese",26.39,723.5,11.26,14.64
"Fast foods, french toast sticks",41.21,881.0,6.0,17.74
"Fast foods, griddle cake sandwich, egg, cheese, and bacon",26.19,704.5,12.03,13.19
"Fast foods, griddle cake sandwich, egg, cheese, and sausage",22.04,754.0,10.77,17.73
"Fast foods, griddle cake sandwich, sausage",31.25,825.0,8.41,17.76
"Fast foods, grilled chicken in tortilla, with lettuce, cheese, and ranch sauce",18.43,574.5,13.77,10.31
"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",19.87,571.0,17.19,8.05
"Fast foods, hamburger, large, single patty, with condiments",22.14,663.0,15.68,11.6
"Fast foods, hamburger; double, large patty; with condiments, vegetables and mayonnaise",13.74,652.5,13.94,15.66
"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",17.33,586.0,11.34,12.37
"Fast foods, hamburger; single, regular patty; double decker bun with condiments and special sauce",22.69,671.5,12.17,13.3
"Fast foods, hamburger; single, regular patty; plain",31.5,771.0,16.52,12.01
"Fast foods, hamburger; single, regular patty; with condiments",29.57,682.0,13.3,10.18
"Fast foods, hush puppies",40.21,767.0,6.16,13.25
"Fast foods, miniature cinnamon rolls",53.38,1045.0,7.02,17.95
"Fast foods, nachos, with cheese",34.91,889.5,4.32,21.5
"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",21.39,567.0,6.21,12.48
"Fast foods, onion rings, breaded and fried",43.58,1064.5,3.86,25.23
"Fast foods, potato, french fried in vegetable oil",41.44,808.5,3.43,14.73
"Fast foods, potato, mashed",14.65,229.5,1.65,2.82
"Fast foods, potatoes, hash browns, round pieces or patty",28.88,706.0,2.58,17.04
"Fast foods, quesadilla, with chicken",24.04,761.0,15.05,15.25
"Fast foods, roast beef sandwich, plain",22.21,631.5,15.17,10.3
"Fast foods, shrimp, breaded and fried",27.99,799.0,7.84,18.9
"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",15.05,168.5,0.86,0.14
"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",26.66,530.5,10.06,6.41
"Fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato",20.43,551.5,10.52,10.04
"Fast foods, submarine sandwich, ham on white bread with lettuce and tomato",22.91,391.0,9.12,2.53
"Fast foods, submarine sandwich, meatball marinara on white bread",26.01,568.0,9.77,8.45
"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",21.35,407.0,10.84,3.15
"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",20.34,404.0,12.17,2.73
"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",21.49,474.5,12.29,5.34
"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",22.54,402.0,10.91,2.37
"Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato",15.95,566.0,12.33,12.04
"Fast foods, submarine sandwich, turkey breast on white bread with lettuce and tomato",22.42,381.0,9.12,2.31
"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",20.36,378.0,10.66,2.42
"Fast foods, sundae, caramel",31.81,508.0,4.71,5.98
"Fast foods, sundae, hot fudge",30.17,466.5,3.57,5.46
"Fast foods, sundae, strawberry",29.18,453.5,4.09,5.13
"Fast foods, taco with beef, cheese and lettuce, hard shell",19.85,586.0,8.86,12.7
"Fast foods, taco with beef, cheese and lettuce, soft",20.23,533.0,9.25,9.75
"Fast foods, taco with chicken, lettuce and cheese, soft",19.69,490.0,13.3,6.35
"Fast foods, vanilla, light, soft-serve ice cream, with cone",26.36,422.0,4.24,4.86
"Fat free ice cream, no sugar added, flavors other than chocolate",28.86,345.0,4.41,0.0
"Fat, beef tallow",0.0,2338.0,0.0,100.0
"Fat, chicken",0.0,2333.0,0.0,99.8
"Fat, goose",0.0,2333.5,0.0,99.8
"Fat, turkey",0.0,2333.5,0.0,99.8
"Feijoa, raw",15.21,157.5,0.71,0.42
"Fennel, bulb, raw",7.3,80.0,1.24,0.2
"Fiddlehead ferns, frozen, unprepared",5.74,88.0,4.31,0.35
"Fiddlehead ferns, raw",5.54,88.5,4.55,0.4
"Figs, canned, extra heavy syrup pack, solids and liquids",27.86,277.5,0.38,0.1
"Figs, canned, heavy syrup pack, solids and liquids",22.9,228.0,0.38,0.1
"Figs, canned, light syrup pack, solids and liquids",17.95,179.0,0.39,0.1
"Figs, canned, water pack, solids and liquids",13.99,137.5,0.4,0.1
"Figs, dried, stewed",27.57,278.0,1.42,0.4
"Figs, dried, uncooked",63.87,645.0,3.3,0.93
"Figs, raw",19.18,192.0,0.75,0.3
"Fireweed, leaves, raw",19.22,267.0,4.71,2.75
"Fireweed, young leaves, raw (Alaska Native)",6.3,115.0,3.0,0.8
Fish broth,0.4,41.5,2.0,0.6
"Fish oil, cod liver",0.0,2338.0,0.0,100.0
"Fish oil, herring",0.0,2338.0,0.0,100.0
"Fish oil, menhaden",0.0,2338.0,0.0,100.0
"Fish oil, menhaden, fully hydrogenated",0.0,2338.0,0.0,100.0
"Fish oil, salmon",0.0,2338.0,0.0,100.0
"Fish oil, sardine",0.0,2338.0,0.0,100.0
"Fish, Salmon, Chum, raw (Alaska Native)",0.0,300.0,20.69,3.67
"Fish, Salmon, pink, canned, drained solids, without skin and bones",0.0,353.0,24.62,4.21
"Fish, anchovy, european, canned in oil, drained solids",0.0,544.5,28.89,9.71
"Fish, anchovy, european, raw",0.0,339.5,20.35,4.84
"Fish, bass, fresh water, mixed species, raw",0.0,295.5,18.86,3.69
"Fish, bass, freshwater, mixed species, cooked, dry heat",0.0,378.5,24.18,4.73
"Fish, bass, striped, cooked, dry heat",0.0,321.5,22.73,2.99
"Fish, bass, striped, raw",0.0,251.5,17.73,2.33
"Fish, blackfish, whole (Alaska Native)",0.0,212.0,15.5,1.75
"Fish, bluefish, cooked, dry heat",0.0,412.0,25.69,5.44
"Fish, bluefish, raw",0.0,321.5,20.04,4.24
"Fish, burbot, cooked, dry heat",0.0,298.0,24.76,1.04
"Fish, burbot, raw",0.0,233.5,19.31,0.81
"Fish, butterfish, cooked, dry heat",0.0,484.5,22.15,10.28
"Fish, butterfish, raw",0.0,378.5,17.28,8.02
"Fish, carp, cooked, dry heat",0.0,420.0,22.86,7.17
"Fish, carp, raw",0.0,329.0,17.83,5.6
"Fish, catfish, channel, cooked, breaded and fried",8.04,592.5,18.09,13.33
"Fish, catfish, channel, farmed, cooked, dry heat",0.0,372.5,18.44,7.19
"Fish, catfish, channel, farmed, raw",0.0,307.5,15.23,5.94
"Fish, catfish, channel, wild, cooked, dry heat",0.0,272.0,18.47,2.85
"Fish, catfish, channel, wild, raw",0.0,246.0,16.38,2.82
"Fish, caviar, black and red, granular",4.0,684.5,24.6,17.9
"Fish, cisco, raw",0.0,254.0,18.99,1.91
"Fish, cisco, smoked",0.0,459.0,16.36,11.9
"Fish, cod, Atlantic, canned, solids and liquid",0.0,272.0,22.76,0.86
"Fish, cod, Atlantic, cooked, dry heat",0.0,272.5,22.83,0.86
"Fish, cod, Atlantic, dried and salted",0.0,751.0,62.82,2.37
"Fish, cod, Atlantic, raw",0.0,212.5,17.81,0.67
"Fish, cod, Pacific, cooked",0.0,217.5,20.42,0.25
"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",0.0,219.5,18.73,0.5
"Fish, cod, Pacific, raw (may have been previously frozen)",0.0,178.5,15.27,0.41
"Fish, croaker, Atlantic, cooked, breaded and fried",7.54,573.0,18.2,12.67
"Fish, croaker, Atlantic, raw",0.0,269.5,17.78,3.17
"Fish, cusk, cooked, dry heat",0.0,290.5,24.35,0.88
"Fish, cusk, raw",0.0,225.5,18.99,0.69
"Fish, devilfish, meat (Alaska Native)",0.0,252.0,11.7,5.3
"Fish, drum, freshwater, cooked, dry heat",0.0,396.5,22.49,6.32
"Fish, drum, freshwater, raw",0.0,308.5,17.54,4.93
"Fish, eel, mixed species, cooked, dry heat",0.0,611.5,23.65,14.95
"Fish, eel, mixed species, raw",0.0,477.0,18.44,11.66
"Fish, fish sticks, frozen, prepared",21.66,718.5,11.01,16.23
"Fish, flatfish (flounder and sole species), cooked, dry heat",0.0,224.0,15.24,2.37
"Fish, flatfish (flounder and sole species), raw",0.0,182.0,12.41,1.93
"Fish, gefiltefish, commercial, sweet recipe",7.41,217.5,9.07,1.73
"Fish, grouper, mixed species, cooked, dry heat",0.0,306.0,24.84,1.3
"Fish, grouper, mixed species, raw",0.0,238.5,19.38,1.02
"Fish, haddock, cooked, dry heat",0.0,234.0,19.99,0.55
"Fish, haddock, raw",0.0,191.5,16.32,0.45
"Fish, haddock, smoked",0.0,300.5,25.23,0.96
"Fish, halibut, Atlantic and Pacific, cooked, dry heat",0.0,287.5,22.54,1.61
"Fish, halibut, Atlantic and Pacific, raw",0.0,236.5,18.56,1.33
"Fish, halibut, Greenland, raw",0.0,482.0,14.37,13.84
"Fish, halibut, cooked, with skin (Alaska Native)",0.0,293.0,22.13,2.73
"Fish, halibut, greenland, cooked, dry heat",0.0,619.5,18.42,17.74
"Fish, halibut, raw, with skin (Alaska Native)",1.81,300.0,20.53,2.92
"Fish, herring eggs on giant kelp, Pacific (Alaska Native)",2.6,163.0,11.3,0.8
"Fish, herring eggs, Pacific, dry (Alaska Native)",2.8,809.0,60.4,6.6
"Fish, herring eggs, Pacific, plain (Alaska Native)",4.47,191.0,9.6,1.93
"Fish, herring, Atlantic, cooked, dry heat",0.0,526.0,23.03,11.59
"Fish, herring, Atlantic, kippered",0.0,562.5,24.58,12.37
"Fish, herring, Atlantic, pickled",9.64,679.0,14.19,18.0
"Fish, herring, Atlantic, raw",0.0,409.5,17.96,9.04
"Fish, herring, Pacific, cooked, dry heat",0.0,648.0,21.01,17.79
"Fish, herring, Pacific, flesh, air-dried, packed in oil (Alaska Native)",0.0,1268.5,44.5,34.6
"Fish, herring, Pacific, raw",0.0,505.5,16.39,13.88
"Fish, ling, cooked, dry heat",0.0,287.5,24.35,0.82
"Fish, ling, raw",0.0,225.5,18.99,0.64
"Fish, lingcod, cooked, dry heat",0.0,282.5,22.64,1.36
"Fish, lingcod, liver (Alaska Native)",6.0,1100.0,5.6,42.0
"Fish, lingcod, meat, raw (Alaska Native)",0.0,204.5,17.9,0.8
"Fish, lingcod, raw",0.0,220.5,17.66,1.06
"Fish, mackerel, Atlantic, cooked, dry heat",0.0,679.0,23.85,17.81
"Fish, mackerel, Atlantic, raw",0.0,531.5,18.6,13.89
"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",0.0,521.0,25.73,10.12
"Fish, mackerel, Pacific and jack, mixed species, raw",0.0,409.5,20.07,7.89
"Fish, mackerel, jack, canned, drained solids",0.0,404.5,23.19,6.3
"Fish, mackerel, king, cooked, dry heat",0.0,347.5,26.0,2.56
"Fish, mackerel, king, raw",0.0,272.0,20.28,2.0
"Fish, mackerel, salted",0.0,790.5,18.5,25.1
"Fish, mackerel, spanish, cooked, dry heat",0.0,409.5,23.59,6.32
"Fish, mackerel, spanish, raw",0.0,360.5,19.29,6.3
"Fish, mahimahi, cooked, dry heat",0.0,282.5,23.72,0.9
"Fish, mahimahi, raw",0.0,220.5,18.5,0.7
"Fish, milkfish, cooked, dry heat",0.0,492.5,26.32,8.63
"Fish, milkfish, raw",0.0,383.5,20.53,6.73
"Fish, monkfish, cooked, dry heat",0.0,251.5,18.56,1.95
"Fish, monkfish, raw",0.0,197.0,14.48,1.52
"Fish, mullet, striped, cooked, dry heat",0.0,389.0,24.81,4.86
"Fish, mullet, striped, raw",0.0,303.5,19.35,3.79
"Fish, ocean perch, Atlantic, cooked, dry heat",0.0,248.5,18.51,1.87
"Fish, ocean perch, Atlantic, raw",0.0,205.5,15.31,1.54
"Fish, perch, mixed species, cooked, dry heat",0.0,303.5,24.86,1.18
"Fish, perch, mixed species, raw",0.0,236.0,19.39,0.92
"Fish, pike, northern, cooked, dry heat",0.0,293.0,24.69,0.88
"Fish, pike, northern, liver (Alaska Native)",4.3,403.5,16.6,8.0
"Fish, pike, northern, raw",0.0,228.0,19.26,0.69
"Fish, pike, walleye, cooked, dry heat",0.0,308.5,24.54,1.56
"Fish, pike, walleye, raw",0.0,241.0,19.14,1.22
"Fish, pollock, Alaska, cooked",0.0,224.3082,19.42,0.9946
"Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)",0.0,287.5,23.48,1.18
"Fish, pollock, Alaska, raw",0.0,197.0,17.17,0.82
"Fish, pollock, Alaska, raw (may contain additives to retain moisture)",0.0,144.5,12.19,0.41
"Fish, pollock, Atlantic, cooked, dry heat",0.0,306.0,24.92,1.26
"Fish, pollock, Atlantic, raw",0.0,238.5,19.44,0.98
"Fish, pompano, florida, cooked, dry heat",0.0,547.0,23.69,12.14
"Fish, pompano, florida, raw",0.0,425.0,18.48,9.47
"Fish, pout, ocean, cooked, dry heat",0.0,264.5,21.33,1.17
"Fish, pout, ocean, raw",0.0,205.0,16.64,0.91
"Fish, rockfish, Pacific, mixed species, cooked, dry heat",0.0,283.5,22.23,1.62
"Fish, rockfish, Pacific, mixed species, raw",0.0,234.0,18.36,1.34
"Fish, roe, mixed species, cooked, dry heat",1.92,529.0,28.62,8.23
"Fish, roe, mixed species, raw",1.5,371.0,22.32,6.42
"Fish, roughy, orange, cooked, dry heat",0.0,272.0,22.64,0.9
"Fish, roughy, orange, raw",0.0,198.0,16.41,0.7
"Fish, sablefish, cooked, dry heat",0.0,648.0,17.19,19.62
"Fish, sablefish, raw",0.0,505.5,13.41,15.3
"Fish, sablefish, smoked",0.0,666.0,17.65,20.14
"Fish, salmon, Atlantic, farmed, cooked, dry heat",0.0,533.5,22.1,12.35
"Fish, salmon, Atlantic, farmed, raw",0.0,539.5,20.42,13.42
"Fish, salmon, Atlantic, wild, cooked, dry heat",0.0,471.5,25.44,8.13
"Fish, salmon, Atlantic, wild, raw",0.0,368.0,19.84,6.34
"Fish, salmon, chinook, cooked, dry heat",0.0,599.0,25.72,13.38
"Fish, salmon, chinook, raw",0.0,464.5,19.93,10.43
"Fish, salmon, chinook, smoked",0.0,303.5,18.28,4.32
"Fish, salmon, chinook, smoked, (lox), regular",0.0,303.5,18.28,4.32
"Fish, salmon, chum, canned, drained solids with bone",0.0,365.5,21.43,5.5
"Fish, salmon, chum, canned, without salt, drained solids with bone",0.0,365.5,21.43,5.5
"Fish, salmon, chum, cooked, dry heat",0.0,399.0,25.82,4.83
"Fish, salmon, chum, dried (Alaska Native)",0.0,979.5,62.09,14.38
"Fish, salmon, chum, raw",0.0,311.0,20.14,3.77
"Fish, salmon, coho (silver), raw (Alaska Native)",0.0,363.5,22.56,5.57
"Fish, salmon, coho, farmed, cooked, dry heat",0.0,461.5,24.3,8.23
"Fish, salmon, coho, farmed, raw",0.0,414.5,21.27,7.67
"Fish, salmon, coho, wild, cooked, dry heat",0.0,360.5,23.45,4.3
"Fish, salmon, coho, wild, cooked, moist heat",0.0,477.0,27.36,7.5
"Fish, salmon, coho, wild, raw",0.0,378.5,21.62,5.93
"Fish, salmon, king (chinook), raw (Alaska Native)",0.0,484.0,20.25,11.73
"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",0.0,689.5,30.7,15.9
"Fish, salmon, king, chinook, liver (Alaska Native)",4.3,403.5,16.6,8.0
"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",0.0,388.5,23.2,5.9
"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",0.0,1113.5,39.9,30.0
"Fish, salmon, king, with skin, kippered, (Alaska Native)",0.0,542.5,23.19,12.95
"Fish, salmon, pink, canned, drained solids",0.0,357.0,23.1,5.02
"Fish, salmon, pink, canned, total can contents",0.0,334.0,19.68,4.97
"Fish, salmon, pink, canned, without salt, solids with bone and liquid",0.0,360.5,19.78,6.05
"Fish, salmon, pink, cooked, dry heat",0.0,395.5,24.58,5.28
"Fish, salmon, pink, raw",0.0,329.5,20.5,4.4
"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",0.0,534.0,35.19,7.26
"Fish, salmon, red, (sockeye), kippered (Alaska Native)",0.0,365.0,24.5,4.75
"Fish, salmon, red, canned, bones removed (Alaska Native)",0.0,417.5,27.31,5.76
"Fish, salmon, sockeye (red), raw (Alaska Native)",0.0,397.0,21.94,7.28
"Fish, salmon, sockeye, canned, drained solids",0.0,434.0,23.59,7.39
"Fish, salmon, sockeye, canned, without salt, drained solids with bone",0.0,396.5,20.47,7.31
"Fish, salmon, sockeye, cooked, dry heat",0.0,404.5,26.48,5.57
"Fish, salmon, sockeye, raw",0.0,340.0,22.25,4.69
"Fish, salmon, tipnuk, fermented (Alaska Native)",0.0,412.0,15.9,10.6
"Fish, sardine, Atlantic, canned in oil, drained solids with bone",0.0,539.5,24.62,11.45
"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",0.54,479.5,20.86,10.45
"Fish, scup, cooked, dry heat",0.0,350.0,24.21,3.5
"Fish, scup, raw",0.0,272.5,18.88,2.73
"Fish, sea bass, mixed species, cooked, dry heat",0.0,321.5,23.63,2.56
"Fish, sea bass, mixed species, raw",0.0,251.5,18.43,2.0
"Fish, seatrout, mixed species, cooked, dry heat",0.0,344.5,21.46,4.63
"Fish, seatrout, mixed species, raw",0.0,269.5,16.74,3.61
"Fish, shad, american, cooked, dry heat",0.0,653.0,21.71,17.65
"Fish, shad, american, raw",0.0,510.5,16.93,13.77
"Fish, shark, mixed species, cooked, batter-dipped and fried",6.39,591.0,18.62,13.82
"Fish, shark, mixed species, raw",0.0,337.0,20.98,4.51
"Fish, sheefish, raw (Alaska Native)",0.0,297.0,22.25,2.84
"Fish, sheepshead, cooked, dry heat",0.0,326.5,26.02,1.63
"Fish, sheepshead, raw",0.0,280.0,20.21,2.41
"Fish, smelt, rainbow, cooked, dry heat",0.0,321.5,22.6,3.1
"Fish, smelt, rainbow, raw",0.0,251.5,17.63,2.42
"Fish, snapper, mixed species, cooked, dry heat",0.0,332.0,26.3,1.72
"Fish, snapper, mixed species, raw",0.0,259.0,20.51,1.34
"Fish, spot, cooked, dry heat",0.0,409.5,23.73,6.28
"Fish, spot, raw",0.0,319.0,18.51,4.9
"Fish, sturgeon, mixed species, cooked, dry heat",0.0,350.0,20.7,5.18
"Fish, sturgeon, mixed species, raw",0.0,272.0,16.14,4.04
"Fish, sturgeon, mixed species, smoked",0.0,448.0,31.2,4.4
"Fish, sucker, white, cooked, dry heat",0.0,308.5,21.49,2.97
"Fish, sucker, white, raw",0.0,238.5,16.76,2.32
"Fish, sunfish, pumpkin seed, cooked, dry heat",0.0,295.5,24.87,0.9
"Fish, sunfish, pumpkin seed, raw",0.0,230.5,19.4,0.7
"Fish, surimi",6.85,256.5,15.18,0.9
"Fish, swordfish, cooked, dry heat",0.0,445.0,23.45,7.93
"Fish, swordfish, raw",0.0,373.0,19.66,6.65
"Fish, tilapia, cooked, dry heat",0.0,333.0,26.15,2.65
"Fish, tilapia, raw",0.0,248.0,20.08,1.7
"Fish, tilefish, cooked, dry heat",0.0,381.0,24.49,4.69
"Fish, tilefish, raw",0.0,249.0,17.5,2.31
"Fish, trout, brook, raw, New York State",0.0,284.0,21.23,2.73
"Fish, trout, mixed species, cooked, dry heat",0.0,492.5,26.63,8.47
"Fish, trout, mixed species, raw",0.0,383.5,20.77,6.61
"Fish, trout, rainbow, farmed, cooked, dry heat",0.0,436.0,23.8,7.38
"Fish, trout, rainbow, farmed, raw",0.0,365.0,19.94,6.18
"Fish, trout, rainbow, wild, cooked, dry heat",0.0,389.0,22.92,5.82
"Fish, trout, rainbow, wild, raw",0.0,308.5,20.48,3.46
"Fish, tuna salad",9.41,484.5,16.04,9.26
"Fish, tuna, fresh, bluefin, cooked, dry heat",0.0,477.0,29.91,6.28
"Fish, tuna, fresh, bluefin, raw",0.0,373.0,23.33,4.9
"Fish, tuna, fresh, skipjack, raw",0.0,267.0,22.0,1.01
"Fish, tuna, fresh, yellowfin, raw",0.0,281.5,24.4,0.49
"Fish, tuna, light, canned in oil, drained solids",0.0,514.0,29.13,8.21
"Fish, tuna, light, canned in oil, without salt, drained solids",0.0,514.0,29.13,8.21
"Fish, tuna, light, canned in water, drained solids (Includes foods for USDA's Food Distribution Program)",0.0,223.5,19.44,0.96
"Fish, tuna, light, canned in water, without salt, drained solids",0.0,301.5,25.51,0.82
"Fish, tuna, skipjack, fresh, cooked, dry heat",0.0,342.0,28.21,1.29
"Fish, tuna, white, canned in oil, drained solids",0.0,482.0,26.53,8.08
"Fish, tuna, white, canned in oil, without salt, drained solids",0.0,482.0,26.53,8.08
"Fish, tuna, white, canned in water, drained solids",0.0,332.0,23.62,2.97
"Fish, tuna, white, canned in water, without salt, drained solids",0.0,332.0,23.62,2.97
"Fish, tuna, yellowfin, fresh, cooked, dry heat",0.0,336.5,29.15,0.59
"Fish, turbot, european, cooked, dry heat",0.0,316.0,20.58,3.78
"Fish, turbot, european, raw",0.0,246.0,16.05,2.95
"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)",0.0,277.0,18.6,3.6
"Fish, whitefish, broad, liver (Alaska Native)",5.1,269.5,11.0,4.4
"Fish, whitefish, dried (Alaska Native)",0.0,961.0,62.44,13.44
"Fish, whitefish, eggs (Alaska Native)",4.89,270.0,14.66,2.88
"Fish, whitefish, mixed species, cooked, dry heat",0.0,446.0,24.47,7.51
"Fish, whitefish, mixed species, raw",0.0,347.5,19.09,5.86
"Fish, whitefish, mixed species, raw (Alaska Native)",0.0,338.5,18.9,6.1
"Fish, whitefish, mixed species, smoked",0.0,280.0,23.4,0.93
"Fish, whiting, mixed species, cooked, dry heat",0.0,299.5,23.48,1.69
"Fish, whiting, mixed species, raw",0.0,233.5,18.31,1.31
"Fish, wolffish, Atlantic, cooked, dry heat",0.0,319.0,22.44,3.06
"Fish, wolffish, Atlantic, raw",0.0,249.0,17.5,2.39
"Fish, yellowtail, mixed species, cooked, dry heat",0.0,484.5,29.67,6.72
"Fish, yellowtail, mixed species, raw",0.0,378.5,23.14,5.24
"Flan, caramel custard, dry mix",91.6,902.0,0.0,0.0
